Date Time,TEMPERATURE,RELATIVE_HUMIDITY,SOIL_MOISTURE,PRESSURE,WIND_SPEED,RAINFALL,NDVI
09-02-2022 10:23,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:24,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:24,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:24,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:25,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:25,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:25,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:26,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:26,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:26,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:26,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:27,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:27,139.63,40.355,8.985,493.06,1.435,0,0.33
09-02-2022 10:27,139.63,40.355,8.985,493.06,1.435,0,0.33
